Año,Trimestre,Departamento,Poblacion_Trimestral,Tasa_Crecimiento_Trimestral_%,Periodo
2017,T3,Ayacucho,656081,0.22762305011831815,2017-T3
2017,T4,Ayacucho,657571,0.2271061042767585,2017-T4
2018,T1,Ayacucho,659061,0.22659150114588386,2018-T1
2018,T2,Ayacucho,660419,0.20605072975035696,2018-T2
2018,T3,Ayacucho,661778,0.20577845277013532,2018-T3
2018,T4,Ayacucho,663136,0.20520476655313413,2018-T4
2019,T1,Ayacucho,664494,0.2047845389181103,2019-T1
2019,T2,Ayacucho,665424,0.13995611698525495,2019-T2
2019,T3,Ayacucho,666354,0.13976051359734545,2019-T3
2019,T4,Ayacucho,667283,0.13941538581594767,2019-T4
2020,T1,Ayacucho,668213,0.13937115137055792,2020-T1
2020,T2,Ayacucho,668654,0.06599692014372663,2020-T2
2020,T3,Ayacucho,669096,0.06610294711465123,2020-T3
2020,T4,Ayacucho,669537,0.06590982459916066,2020-T4
2021,T1,Ayacucho,669979,0.06601576910611362,2021-T1
2021,T2,Ayacucho,670129,0.022388761438791364,2021-T2
2021,T3,Ayacucho,670279,0.022383749994404064,2021-T3
2021,T4,Ayacucho,670429,0.02237874079301306,2021-T4
2022,T1,Ayacucho,670579,0.02237373383311283,2022-T1
2022,T2,Ayacucho,670528,-0.007605367898487724,2022-T2
2022,T3,Ayacucho,670478,-0.007456810155578887,2022-T3
2022,T4,Ayacucho,670428,-0.007457366237221803,2022-T4
2023,T1,Ayacucho,670377,-0.007607080849845174,2023-T1
2023,T2,Ayacucho,670217,-0.023867167280500375,2023-T2
2023,T3,Ayacucho,670057,-0.02387286505713821,2023-T3
2023,T4,Ayacucho,669897,-0.023878565554870706,2023-T4
2024,T1,Ayacucho,669737,-0.0238842687756476,2024-T1
2024,T2,Ayacucho,669558,-0.02672690921958918,2024-T2
2024,T3,Ayacucho,669378,-0.026883406665292625,2024-T3
2024,T4,Ayacucho,669199,-0.026741243363241695,2024-T4
2025,T1,Ayacucho,669020,-0.026748396216969842,2025-T1
2025,T2,Ayacucho,668890,-0.01943140713282114,2025-T2
2025,T3,Ayacucho,668761,-0.019285682249697258,2025-T3
2025,T4,Ayacucho,668631,-0.01943893259325828,2025-T4
2015,T1,Cajamarca,1413007,0.007219169017025207,2015-T1
2015,T2,Cajamarca,1414330,0.09363010940497818,2015-T2
2015,T3,Cajamarca,1415652,0.0934718205793556,2015-T3
2015,T4,Cajamarca,1416974,0.09338453235682216,2015-T4
2016,T1,Cajamarca,1418297,0.09336797993470593,2016-T1
2016,T2,Cajamarca,1420622,0.16392899371570271,2016-T2
2016,T3,Cajamarca,1422948,0.16373109806831093,2016-T3
2016,T4,Cajamarca,1425273,0.1633931809173631,2016-T4
2017,T1,Cajamarca,1427598,0.16312664310626807,2017-T1
2017,T2,Cajamarca,1430280,0.18786801326423824,2017-T2
2017,T3,Cajamarca,1432962,0.18751573118550213,2017-T3
2017,T4,Cajamarca,1435643,0.18709498228145618,2017-T4
2018,T1,Cajamarca,1438325,0.18681524585151044,2018-T1
2018,T2,Cajamarca,1440716,0.1662350303304191,2018-T2
2018,T3,Cajamarca,1443108,0.1660285580225388,2018-T3
2018,T4,Cajamarca,1445500,0.16575336010887612,2018-T4
2019,T1,Cajamarca,1447891,0.1654098927706676,2019-T1
2019,T2,Cajamarca,1449346,0.10049098999855652,2019-T2
2019,T3,Cajamarca,1450801,0.1003901069861855,2019-T3
2019,T4,Cajamarca,1452256,0.1002894263238032,2019-T4
2020,T1,Cajamarca,1453711,0.10018894740321266,2020-T1
2020,T2,Cajamarca,1454094,0.026346364580030007,2020-T2
2020,T3,Cajamarca,1454478,0.0264081964439713,2020-T3
2020,T4,Cajamarca,1454862,0.026401224356779548,2020-T4
2021,T1,Cajamarca,1455245,0.026325520908512284,2021-T1
2021,T2,Cajamarca,1454988,-0.01766025652037973,2021-T2
2021,T3,Cajamarca,1454731,-0.017663375917876985,2021-T3
2021,T4,Cajamarca,1454474,-0.017666496417550734,2021-T4
2022,T1,Cajamarca,1454217,-0.017669618019985234,2022-T1
2022,T2,Cajamarca,1453522,-0.04779204204049327,2022-T2
2022,T3,Cajamarca,1452826,-0.04788369216289812,2022-T3
2022,T4,Cajamarca,1452131,-0.04783780025963191,2022-T4
2023,T1,Cajamarca,1451436,-0.04786069576367421,2023-T1
2023,T2,Cajamarca,1450504,-0.06421226977972161,2023-T2
2023,T3,Cajamarca,1449572,-0.06425352842873926,2023-T3
2023,T4,Cajamarca,1448639,-0.06436382601209185,2023-T4
2024,T1,Cajamarca,1447707,-0.0643362494037507,2024-T1
2024,T2,Cajamarca,1446740,-0.06679528385232647,2024-T2
2024,T3,Cajamarca,1445773,-0.06683992977314514,2024-T3
2024,T4,Cajamarca,1444806,-0.06688463541648655,2024-T4
2025,T1,Cajamarca,1443839,-0.06692940090226647,2025-T1
2025,T2,Cajamarca,1442978,-0.059632687578047135,2025-T2
2025,T3,Cajamarca,1442118,-0.0595989682448381,2025-T3
2025,T4,Cajamarca,1441257,-0.059703852250648004,2025-T4
2015,T1,Cusco,1264393,0.22726444005117613,2015-T1
2015,T2,Cusco,1268331,0.3114537964066552,2015-T2
2015,T3,Cusco,1272269,0.31048677356305254,2015-T3
2015,T4,Cusco,1276207,0.3095257370886188,2015-T4
2016,T1,Cusco,1280145,0.30857063156682263,2016-T1
2016,T2,Cusco,1285020,0.380816235660804,2016-T2
2016,T3,Cusco,1289894,0.379293707490934,2016-T3
2016,T4,Cusco,1294768,0.3778605063671898,2016-T4
2017,T1,Cusco,1299643,0.37651532938719523,2017-T1
2017,T2,Cusco,1304865,0.4018026488812697,2017-T2
2017,T3,Cusco,1310086,0.40011801987178747,2017-T3
2017,T4,Cusco,1315308,0.3985997865788964,2017-T4
2018,T1,Cusco,1320530,0.3970172765618395,2018-T1
2018,T2,Cusco,1325512,0.3772727616941683,2018-T2
2018,T3,Cusco,1330494,0.3758547640458932,2018-T3
2018,T4,Cusco,1335475,0.3743722256545313,2018-T4
2019,T1,Cusco,1340457,0.3730507871731032,2019-T1
2019,T2,Cusco,1344612,0.3099689135869334,2019-T2
2019,T3,Cusco,1348766,0.3089367044173338,2019-T3
2019,T4,Cusco,1352921,0.3080593668582986,2019-T4
2020,T1,Cusco,1357075,0.30703936150004324,2020-T1
2020,T2,Cusco,1360289,0.23683289427629275,2020-T2
2020,T3,Cusco,1363504,0.2363468351210662,2020-T3
2020,T4,Cusco,1366718,0.23571621352045904,2020-T4
2021,T1,Cusco,1369932,0.23516189879697202,2021-T1
2021,T2,Cusco,1372598,0.1946081995310716,2021-T2
2021,T3,Cusco,1375263,0.19415735707031484,2021-T3
2021,T4,Cusco,1377928,0.1937811167754822,2021-T4
2022,T1,Cusco,1380594,0.19347890455814817,2022-T1
2022,T2,Cusco,1382880,0.16558090213342952,2022-T2
2022,T3,Cusco,1385166,0.16530718500520653,2022-T3
2022,T4,Cusco,1387451,0.16496217781839867,2022-T4
2023,T1,Cusco,1389737,0.16476257539905914,2023-T1
2023,T2,Cusco,1391812,0.14930882605845566,2023-T2
2023,T3,Cusco,1393886,0.14901437837868908,2023-T3
2023,T4,Cusco,1395961,0.1488643978058464,2023-T4
2024,T1,Cusco,1398036,0.14864312111871322,2024-T1
2024,T2,Cusco,1400068,0.1453467578803407,2024-T2
2024,T3,Cusco,1402100,0.1451358076893408,2024-T3
2024,T4,Cusco,1404133,0.14499679052849299,2024-T4
2025,T1,Cusco,1406165,0.1447156359119827,2025-T1
2025,T2,Cusco,1408322,0.1533959385989553,2025-T2
2025,T3,Cusco,1410479,0.15316099585180093,2025-T3
2025,T4,Cusco,1412636,0.15292677168536362,2025-T4
2015,T1,Huancavelica,393473,-0.5409326791586727,2015-T1
2015,T2,Huancavelica,391793,-0.4269670345868713,2015-T2
2015,T3,Huancavelica,390112,-0.4290530969159735,2015-T3
2015,T4,Huancavelica,388432,-0.4306455581986711,2015-T4
2016,T1,Huancavelica,386752,-0.4325081352720682,2016-T1
2016,T2,Huancavelica,385383,-0.3539736058249214,2016-T2
2016,T3,Huancavelica,384014,-0.35523102991050465,2016-T3
2016,T4,Huancavelica,382646,-0.35623701219226384,2016-T4
2017,T1,Huancavelica,381277,-0.3577719354181149,2017-T1
2017,T2,Huancavelica,380044,-0.32338693390894285,2017-T2
2017,T3,Huancavelica,378812,-0.3241729904958373,2017-T3
2017,T4,Huancavelica,377579,-0.32549127271575345,2017-T4
2018,T1,Huancavelica,376346,-0.3265541780660471,2018-T1
2018,T2,Huancavelica,375074,-0.3379868525240072,2018-T2
2018,T3,Huancavelica,373803,-0.3388664636844996,2018-T3
2018,T4,Huancavelica,372532,-0.34001867293734933,2018-T4
2019,T1,Huancavelica,371260,-0.34144717769211774,2019-T1
2019,T2,Huancavelica,369774,-0.40025857889349786,2019-T2
2019,T3,Huancavelica,368288,-0.40186708638249313,2019-T3
2019,T4,Huancavelica,366803,-0.4032170475280215,2019-T4
2020,T1,Huancavelica,365317,-0.4051220955117597,2020-T1
2020,T2,Huancavelica,363577,-0.47629866663746834,2020-T2
2020,T3,Huancavelica,361836,-0.4788531727804564,2020-T3
2020,T4,Huancavelica,360096,-0.48088084104400886,2020-T4
2021,T1,Huancavelica,358356,-0.4832044788056518,2021-T1
2021,T2,Huancavelica,356478,-0.5240598734219603,2021-T2
2021,T3,Huancavelica,354600,-0.5268207294699813,2021-T3
2021,T4,Huancavelica,352723,-0.5293288212069938,2021-T4
2022,T1,Huancavelica,350845,-0.5324291299404916,2022-T1
2022,T2,Huancavelica,348890,-0.5572261254970143,2022-T2
2022,T3,Huancavelica,346936,-0.5600619106308579,2022-T3
2022,T4,Huancavelica,344981,-0.5635045080360642,2022-T4
2023,T1,Huancavelica,343026,-0.5666978761149165,2023-T1
2023,T2,Huancavelica,341055,-0.5745920134333841,2023-T2
2023,T3,Huancavelica,339084,-0.5779126533843515,2023-T3
2023,T4,Huancavelica,337113,-0.5812718972290052,2023-T4
2024,T1,Huancavelica,335142,-0.5846704220839896,2024-T1
2024,T2,Huancavelica,333216,-0.5746817766797357,2024-T2
2024,T3,Huancavelica,331291,-0.577703351579756,2024-T3
2024,T4,Huancavelica,329366,-0.5810601555731969,2024-T4
2025,T1,Huancavelica,327440,-0.5847598112737805,2025-T1
2025,T2,Huancavelica,325578,-0.5686537991693135,2025-T2
2025,T3,Huancavelica,323715,-0.5722131102224352,2025-T3
2025,T4,Huancavelica,321853,-0.575197318629041,2025-T4
2015,T1,Huánuco,752150,-0.08833511553303268,2015-T1
2015,T2,Huánuco,752174,0.0031908528883866248,2015-T2
2015,T3,Huánuco,752199,0.0033236990377226543,2015-T3
2015,T4,Huánuco,752223,0.0031906450287756296,2015-T4
2016,T1,Huánuco,752248,0.00332348253111112,2016-T1
2016,T2,Huánuco,752805,0.07404472992949133,2016-T2
2016,T3,Huánuco,753362,0.07398994427507788,2016-T3
2016,T4,Huánuco,753919,0.07393523963247417,2016-T4
2017,T1,Huánuco,754476,0.07388061582212413,2017-T1
2017,T2,Huánuco,755224,0.09914165593073868,2017-T2
2017,T3,Huánuco,755971,0.09891105155556497,2017-T3
2017,T4,Huánuco,756719,0.09894559447386209,2017-T4
2018,T1,Huánuco,757467,0.09884778894146969,2018-T1
2018,T2,Huánuco,758063,0.0786832957739413,2018-T2
2018,T3,Huánuco,758659,0.07862143383861236,2018-T3
2018,T4,Huánuco,759255,0.0785596691003468,2018-T4
2019,T1,Huánuco,759851,0.07849800133025137,2019-T1
2019,T2,Huánuco,759955,0.013686893877878688,2019-T2
2019,T3,Huánuco,760059,0.013685020823601398,2019-T3
2019,T4,Huánuco,760163,0.013683148281909694,2019-T4
2020,T1,Huánuco,760267,0.013681276252593192,2020-T1
2020,T2,Huánuco,759804,-0.060899657620283404,2020-T2
2020,T3,Huánuco,759342,-0.06080515501366142,2020-T3
2020,T4,Huánuco,758879,-0.06097384314314235,2020-T4
2021,T1,Huánuco,758416,-0.061011043921362966,2021-T1
2021,T2,Huánuco,757615,-0.10561486044598214,2021-T2
2021,T3,Huánuco,756814,-0.10572652336608963,2021-T3
2021,T4,Huánuco,756014,-0.10570628978850816,2021-T4
2022,T1,Huánuco,755213,-0.10595041890758636,2022-T1
2022,T2,Huánuco,754184,-0.13625295115417768,2022-T2
2022,T3,Huánuco,753155,-0.136438853118072,2022-T3
2022,T4,Huánuco,752126,-0.13662526306006068,2022-T4
2023,T1,Huánuco,751097,-0.13681218306507154,2023-T1
2023,T2,Huánuco,749950,-0.1527099695512031,2023-T2
2023,T3,Huánuco,748803,-0.1529435295686379,2023-T3
2023,T4,Huánuco,747656,-0.15317780511028936,2023-T4
2024,T1,Huánuco,746509,-0.15341279946927466,2024-T1
2024,T2,Huánuco,745354,-0.15472017082178513,2024-T2
2024,T3,Huánuco,744198,-0.15509408951987913,2024-T3
2024,T4,Huánuco,743042,-0.15533500493148328,2024-T4
2025,T1,Huánuco,741887,-0.15544208806500845,2025-T1
2025,T2,Huánuco,740790,-0.14786618447283753,2025-T2
2025,T3,Huánuco,739692,-0.14822014336046652,2025-T3
2025,T4,Huánuco,738595,-0.14830497017677627,2025-T4
2015,T1,Ica,847268,0.5839622294322188,2015-T1
2015,T2,Ica,852992,0.6755831684897813,2015-T2
2015,T3,Ica,858717,0.6711669042617047,2015-T3
2015,T4,Ica,864441,0.6665758334818106,2015-T4
2016,T1,Ica,870166,0.6622777031630847,2016-T1
2016,T2,Ica,876625,0.7422721641617805,2016-T2
2016,T3,Ica,883083,0.7366890061314701,2016-T3
2016,T4,Ica,889542,0.7314148273718325,2016-T4
2017,T1,Ica,896000,0.7259915776882935,2017-T1
2017,T2,Ica,902794,0.7582589285714285,2017-T2
2017,T3,Ica,909588,0.7525526310542604,2017-T3
2017,T4,Ica,916381,0.7468216379283807,2017-T4
2018,T1,Ica,923175,0.741394681906325,2018-T1
2018,T2,Ica,929906,0.7291141982830991,2018-T2
2018,T3,Ica,936638,0.7239441405905542,2018-T3
2018,T4,Ica,943369,0.7186340934277704,2018-T4
2019,T1,Ica,950100,0.7135065918002393,2019-T1
2019,T2,Ica,956370,0.6599305336280391,2019-T2
2019,T3,Ica,962641,0.655708564676851,2019-T3
2019,T4,Ica,968912,0.6514370362367695,2019-T4
2020,T1,Ica,975182,0.6471175916904734,2020-T1
2020,T2,Ica,980922,0.588608075210576,2020-T2
2020,T3,Ica,986663,0.5852656990056294,2020-T3
2020,T4,Ica,992404,0.5818602704266806,2020-T4
2021,T1,Ica,998144,0.5783934768501537,2021-T1
2021,T2,Ica,1003620,0.5486182354449859,2021-T2
2021,T3,Ica,1009097,0.5457244773918415,2021-T3
2021,T4,Ica,1014574,0.5427624896318193,2021-T4
2022,T1,Ica,1020050,0.5397339178808052,2022-T1
2022,T2,Ica,1025366,0.5211509239743151,2022-T2
2022,T3,Ica,1030681,0.5183514959536399,2022-T3
2022,T4,Ica,1035996,0.5156784688958077,2022-T4
2023,T1,Ica,1041312,0.5131293943219858,2023-T1
2023,T2,Ica,1046570,0.5049399219446237,2023-T2
2023,T3,Ica,1051829,0.5024986384092799,2023-T3
2023,T4,Ica,1057088,0.4999862144892373,2023-T4
2024,T1,Ica,1062346,0.49740418962281285,2024-T1
2024,T2,Ica,1067651,0.4993664964145391,2024-T2
2024,T3,Ica,1072956,0.4968852181096632,2024-T3
2024,T4,Ica,1078261,0.49442847609780827,2024-T4
2025,T1,Ica,1083566,0.4919959082263014,2025-T1
2025,T2,Ica,1089076,0.5085061731357389,2025-T2
2025,T3,Ica,1094586,0.5059334702077725,2025-T3
2025,T4,Ica,1100095,0.5032953098249018,2025-T4
2015,T1,Junín,1293785,0.1225815488457291,2015-T1
2015,T2,Junín,1296497,0.2096175175937269,2015-T2
2015,T3,Junín,1299208,0.20910191076415913,2015-T3
2015,T4,Junín,1301920,0.20874255700395933,2015-T4
2016,T1,Junín,1304632,0.20830773012166645,2016-T1
2016,T2,Junín,1308277,0.2793891304214522,2016-T2
2016,T3,Junín,1311922,0.2786107223470259,2016-T3
2016,T4,Junín,1315567,0.27783663967827354,2016-T4
2017,T1,Junín,1319212,0.2770668464623999,2017-T1
2017,T2,Junín,1323194,0.30184686009526895,2017-T2
2017,T3,Junín,1327176,0.3009384867222796,2017-T3
2017,T4,Junín,1331157,0.2999602162787754,2017-T4
2018,T1,Junín,1335139,0.299138268438659,2018-T1
2018,T2,Junín,1338860,0.2786975738106669,2018-T2
2018,T3,Junín,1342580,0.2778483187189101,2018-T3
2018,T4,Junín,1346300,0.2770784608738399,2018-T4
2019,T1,Junín,1350021,0.27638713511104507,2019-T1
2019,T2,Junín,1352882,0.21192262935169157,2019-T2
2019,T3,Junín,1355744,0.2115483833771164,2019-T3
2019,T4,Junín,1358606,0.21110180092996908,2019-T4
2020,T1,Junín,1361467,0.21058349514134342,2020-T1
2020,T2,Junín,1363351,0.13838014435898924,2020-T2
2020,T3,Junín,1365235,0.1381889183343101,2020-T3
2020,T4,Junín,1367119,0.13799822008665175,2020-T4
2021,T1,Junín,1369003,0.13780804743405659,2021-T1
2021,T2,Junín,1370308,0.09532484589149914,2021-T2
2021,T3,Junín,1371612,0.09516108787221558,2021-T3
2021,T4,Junín,1372916,0.09507061763822422,2021-T4
2022,T1,Junín,1374221,0.09505315693021277,2022-T1
2022,T2,Junín,1375125,0.06578272344841186,2022-T2
2022,T3,Junín,1376030,0.06581219889100991,2022-T3
2022,T4,Junín,1376934,0.06569624208774517,2022-T4
2023,T1,Junín,1377838,0.06565311046135835,2023-T1
2023,T2,Junín,1378519,0.049425258992711774,2023-T2
2023,T3,Junín,1379200,0.04940084249836237,2023-T3
2023,T4,Junín,1379880,0.049303944315545245,2023-T4
2024,T1,Junín,1380561,0.04935211757544134,2024-T1
2024,T2,Junín,1381198,0.04614066310724409,2024-T2
2024,T3,Junín,1381834,0.04604698240223342,2024-T3
2024,T4,Junín,1382471,0.046098156507945236,2024-T4
2025,T1,Junín,1383107,0.04600458165126068,2025-T1
2025,T2,Junín,1383851,0.0537919336681833,2025-T2
2025,T3,Junín,1384594,0.053690751388697194,2025-T3
2025,T4,Junín,1385338,0.05373416322763207,2025-T4
2015,T1,La Libertad,1821292,0.3826163639871028,2015-T1
2015,T2,La Libertad,1829914,0.4734002016151172,2015-T2
2015,T3,La Libertad,1838536,0.47116968338402787,2015-T3
2015,T4,La Libertad,1847158,0.46896008563335173,2015-T4
2016,T1,La Libertad,1855780,0.4667711154108095,2016-T1
2016,T2,La Libertad,1865832,0.5416590328594985,2016-T2
2016,T3,La Libertad,1875884,0.5387408941426667,2016-T3
2016,T4,La Libertad,1885936,0.5358540293536275,2016-T4
2017,T1,La Libertad,1895988,0.5329979384242095,2017-T1
2017,T2,La Libertad,1906616,0.5605520710046689,2017-T2
2017,T3,La Libertad,1917244,0.5574274001686758,2017-T3
2017,T4,La Libertad,1927873,0.5543895299711461,2017-T4
2018,T1,La Libertad,1938501,0.5512811269207049,2018-T1
2018,T2,La Libertad,1948851,0.53391770238963,2018-T2
2018,T3,La Libertad,1959201,0.5310821607193161,2018-T3
