Año,Trimestre,Departamento,Poblacion_Trimestral,Tasa_Crecimiento_Trimestral_%,Periodo
2022,T1,San Martín,924384,0.3177579830181799,2022-T1
2022,T2,San Martín,927086,0.29230276595008137,2022-T2
2022,T3,San Martín,929789,0.2915587119210084,2022-T3
2022,T4,San Martín,932492,0.2907111183289972,2022-T4
2023,T1,San Martín,935194,0.28976119902369135,2023-T1
2023,T2,San Martín,937776,0.2760924471286172,2023-T2
2023,T3,San Martín,940359,0.275438910784665,2023-T3
2023,T4,San Martín,942941,0.2745759864051921,2023-T4
2024,T1,San Martín,945523,0.27382413109621917,2024-T1
2024,T2,San Martín,948090,0.2714899584674302,2024-T2
2024,T3,San Martín,950656,0.2706494109209041,2024-T3
2024,T4,San Martín,953222,0.2699188770701495,2024-T4
2025,T1,San Martín,955789,0.2692971836571124,2025-T1
2025,T2,San Martín,958465,0.27997811232395436,2025-T2
2025,T3,San Martín,961141,0.2791964234479089,2025-T3
2025,T4,San Martín,963817,0.2784190873139321,2025-T4
2015,T1,Tacna,330422,0.4529811632799485,2015-T1
2015,T2,Tacna,332224,0.5453632022080854,2015-T2
2015,T3,Tacna,334026,0.5424051242535157,2015-T3
2015,T4,Tacna,335828,0.5394789627154772,2015-T4
2016,T1,Tacna,337630,0.5365842038186215,2016-T1
2016,T2,Tacna,339700,0.6130971773835263,2016-T2
2016,T3,Tacna,341770,0.6093612010597587,2016-T3
2016,T4,Tacna,343841,0.6059630745823215,2016-T4
2017,T1,Tacna,345911,0.6020224464214564,2017-T1
2017,T2,Tacna,348094,0.6310871871666411,2017-T2
2017,T3,Tacna,350278,0.6274167322619751,2017-T3
2017,T4,Tacna,352461,0.623219271550026,2017-T4
2018,T1,Tacna,354644,0.6193593050011207,2018-T1
2018,T2,Tacna,356784,0.6034220232120098,2018-T2
2018,T3,Tacna,358924,0.5998026817346069,2018-T3
2018,T4,Tacna,361065,0.5965051097168204,2018-T4
2019,T1,Tacna,363205,0.5926910667054409,2019-T1
2019,T2,Tacna,365147,0.5346842692143555,2019-T2
2019,T3,Tacna,367090,0.5321144634900464,2019-T3
2019,T4,Tacna,369032,0.5290255795581466,2019-T4
2020,T1,Tacna,370974,0.5262416267423963,2020-T1
2020,T2,Tacna,372691,0.4628356704243424,2020-T2
2020,T3,Tacna,374408,0.4607033708890207,2020-T3
2020,T4,Tacna,376125,0.45859062840537596,2020-T4
2021,T1,Tacna,377842,0.456497175141243,2021-T1
2021,T2,Tacna,379437,0.42213411955261726,2021-T2
2021,T3,Tacna,381032,0.4203596380953887,2021-T3
2021,T4,Tacna,382627,0.4186000125973671,2021-T4
2022,T1,Tacna,384222,0.4168550572751008,2022-T1
2022,T2,Tacna,385736,0.39404302720822854,2022-T2
2022,T3,Tacna,387250,0.39249642242362653,2022-T3
2022,T4,Tacna,388765,0.39122014202711425,2022-T4
2023,T1,Tacna,390279,0.38943834964567287,2023-T1
2023,T2,Tacna,391754,0.37793475949256816,2023-T2
2023,T3,Tacna,393230,0.37676705279333456,2023-T3
2023,T4,Tacna,394705,0.37509854283752514,2023-T4
2024,T1,Tacna,396180,0.37369681154279777,2024-T1
2024,T2,Tacna,397657,0.3728103387349185,2024-T2
2024,T3,Tacna,399135,0.37167709860507925,2024-T3
2024,T4,Tacna,400612,0.3700502336302253,2024-T4
2025,T1,Tacna,402089,0.368685910556848,2025-T1
2025,T2,Tacna,403624,0.3817562778389859,2025-T2
2025,T3,Tacna,405158,0.3800566864210255,2025-T3
2025,T4,Tacna,406693,0.37886454173433576,2025-T4
2015,T1,Tumbes,226099,0.40678026316373794,2015-T1
2015,T2,Tumbes,227224,0.4975696486937138,2015-T2
2015,T3,Tumbes,228348,0.49466605640249267,2015-T3
2015,T4,Tumbes,229473,0.492669084029639,2015-T4
2016,T1,Tumbes,230598,0.490253755343766,2016-T1
2016,T2,Tumbes,231902,0.5654862574697093,2016-T2
2016,T3,Tumbes,233205,0.5618752749006046,2016-T3
2016,T4,Tumbes,234509,0.559164683433031,2016-T4
2017,T1,Tumbes,235813,0.5560554179157303,2017-T1
2017,T2,Tumbes,237190,0.5839372723301938,2017-T2
2017,T3,Tumbes,238567,0.5805472406087946,2017-T3
2017,T4,Tumbes,239944,0.5771963431656516,2017-T4
2018,T1,Tumbes,241321,0.5738839062447905,2018-T1
2018,T2,Tumbes,242666,0.5573489252903809,2018-T2
2018,T3,Tumbes,244010,0.5538476754057017,2018-T3
2018,T4,Tumbes,245354,0.5507970984795705,2018-T4
2019,T1,Tumbes,246699,0.5481875168124424,2019-T1
2019,T2,Tumbes,247905,0.488854839298092,2019-T2
2019,T3,Tumbes,249110,0.4860732942054416,2019-T3
2019,T4,Tumbes,250316,0.4841234795873309,2019-T4
2020,T1,Tumbes,251521,0.48139152111730776,2020-T1
2020,T2,Tumbes,252569,0.4166650100786813,2020-T2
2020,T3,Tumbes,253616,0.4145401850583405,2020-T3
2020,T4,Tumbes,254664,0.4132231404958678,2020-T4
2021,T1,Tumbes,255712,0.411522633744856,2021-T1
2021,T2,Tumbes,256673,0.37581341509197846,2021-T2
2021,T3,Tumbes,257634,0.37440634581744087,2021-T3
2021,T4,Tumbes,258595,0.3730097735547327,2021-T4
2022,T1,Tumbes,259556,0.37162358127574,2022-T1
2022,T2,Tumbes,260458,0.3475165282251229,2022-T2
2022,T3,Tumbes,261360,0.3463130331953712,2022-T3
2022,T4,Tumbes,262262,0.3451178451178451,2022-T4
2023,T1,Tumbes,263164,0.34393087828202334,2023-T1
2023,T2,Tumbes,264036,0.33135231262634707,2023-T2
2023,T3,Tumbes,264908,0.3302579951218773,2023-T3
2023,T4,Tumbes,265781,0.3295483715101092,2023-T4
2024,T1,Tumbes,266653,0.32808966780921134,2024-T1
2024,T2,Tumbes,267523,0.32626672116945993,2024-T2
2024,T3,Tumbes,268394,0.32557948288558364,2024-T3
2024,T4,Tumbes,269264,0.32415031632599833,2024-T4
2025,T1,Tumbes,270134,0.3231029770039812,2025-T1
2025,T2,Tumbes,271039,0.3350189165377183,2025-T2
2025,T3,Tumbes,271944,0.3339002874125126,2025-T3
2025,T4,Tumbes,272850,0.3331568264054364,2025-T4
2015,T1,Ucayali,514343,0.5558162267839687,2015-T1
2015,T2,Ucayali,517686,0.6499553799701755,2015-T2
2015,T3,Ucayali,521030,0.6459514068373493,2015-T3
2015,T4,Ucayali,524374,0.6418056541849798,2015-T4
2016,T1,Ucayali,527717,0.6375220739395927,2016-T1
2016,T2,Ucayali,531500,0.7168614996295364,2016-T2
2016,T3,Ucayali,535282,0.7115710253998119,2016-T3
2016,T4,Ucayali,539064,0.7065434668081497,2016-T4
2017,T1,Ucayali,542847,0.7017719602867192,2017-T1
2017,T2,Ucayali,546827,0.7331715934692464,2017-T2
2017,T3,Ucayali,550807,0.7278353117165026,2017-T3
2017,T4,Ucayali,554787,0.7225761473619616,2017-T4
2018,T1,Ucayali,558767,0.7173924407024678,2018-T1
2018,T2,Ucayali,562703,0.7044080985455476,2018-T2
2018,T3,Ucayali,566638,0.6993031848061944,2018-T3
2018,T4,Ucayali,570574,0.6946233750648562,2018-T4
2019,T1,Ucayali,574509,0.6896563811179619,2019-T1
2019,T2,Ucayali,578159,0.6353251211034118,2019-T2
2019,T3,Ucayali,581810,0.631487186050896,2019-T3
2019,T4,Ucayali,585460,0.6273525721455459,2019-T4
2020,T1,Ucayali,589110,0.6234413965087282,2020-T1
2020,T2,Ucayali,592432,0.5639014785014683,2020-T2
2020,T3,Ucayali,595755,0.5609082561374132,2020-T3
2020,T4,Ucayali,599078,0.557779624174367,2020-T4
2021,T1,Ucayali,602400,0.5545187771876116,2021-T1
2021,T2,Ucayali,605556,0.5239043824701195,2021-T2
2021,T3,Ucayali,608712,0.5211739294136297,2021-T3
2021,T4,Ucayali,611868,0.5184717896147932,2021-T4
2022,T1,Ucayali,615024,0.5157975249563631,2022-T1
2022,T2,Ucayali,618076,0.4962407971071048,2022-T2
2022,T3,Ucayali,621128,0.49379040765213345,2022-T3
2022,T4,Ucayali,624181,0.49152509627645186,2022-T4
2023,T1,Ucayali,627233,0.488960734146025,2023-T1
2023,T2,Ucayali,630244,0.480044895597011,2023-T2
2023,T3,Ucayali,633256,0.47791014273836796,2023-T3
2023,T4,Ucayali,636268,0.4756370251525449,2023-T4
2024,T1,Ucayali,639279,0.4732282623045635,2024-T1
2024,T2,Ucayali,642313,0.4745971633668555,2024-T2
2024,T3,Ucayali,645348,0.472511065477423,2024-T3
2024,T4,Ucayali,648382,0.4701339432368273,2024-T4
2025,T1,Ucayali,651416,0.4679340265460793,2025-T1
2025,T2,Ucayali,654567,0.4837154752109251,2025-T2
2025,T3,Ucayali,657718,0.4813869321245954,2025-T3
2025,T4,Ucayali,660868,0.4789286593950599,2025-T4
2015,T1,Áncash,1116151,0.15245160850355152,2015-T1
2015,T2,Áncash,1118788,0.23625835572427026,2015-T2
2015,T3,Áncash,1121424,0.23561210881775635,2015-T3
2015,T4,Áncash,1124061,0.23514745537816206,2015-T4
2016,T1,Áncash,1126698,0.2345958093021642,2016-T1
2016,T2,Áncash,1130145,0.30593823722062163,2016-T2
2016,T3,Áncash,1133592,0.30500510996376573,2016-T3
2016,T4,Áncash,1137039,0.30407765756991934,2016-T4
2017,T1,Áncash,1140486,0.30315582842804867,2017-T1
2017,T2,Áncash,1144227,0.3280180554605668,2017-T2
2017,T3,Áncash,1147968,0.32694561481244544,2017-T3
2017,T4,Áncash,1151710,0.32596727434911077,2017-T4
2018,T1,Áncash,1155451,0.32482135259744205,2018-T1
2018,T2,Áncash,1158969,0.30446985635911866,2018-T2
2018,T3,Áncash,1162486,0.3034593677656607,2018-T3
2018,T4,Áncash,1166004,0.30262730045781194,2018-T4
2019,T1,Áncash,1169522,0.3017142308259663,2019-T1
2019,T2,Áncash,1172301,0.2376184458265856,2019-T2
2019,T3,Áncash,1175080,0.23705515904191843,2019-T3
2019,T4,Áncash,1177859,0.23649453654219285,2019-T4
2020,T1,Áncash,1180638,0.23593655946934225,2020-T1
2020,T2,Áncash,1182576,0.16414853663866485,2020-T2
2020,T3,Áncash,1184514,0.16387953078702763,2020-T3
2020,T4,Áncash,1186453,0.16369582799359061,2020-T4
2021,T1,Áncash,1188391,0.1633440178414147,2021-T1
2021,T2,Áncash,1189832,0.12125638783868273,2021-T2
2021,T3,Áncash,1191274,0.1211935802701558,2021-T3
2021,T4,Áncash,1192715,0.12096293547915929,2021-T4
2022,T1,Áncash,1194156,0.12081679194107561,2022-T1
2022,T2,Áncash,1195254,0.09194778571643906,2022-T2
2022,T3,Áncash,1196352,0.09186331942833907,2022-T3
2022,T4,Áncash,1197449,0.0916954207457337,2022-T4
2023,T1,Áncash,1198547,0.0916949281347264,2023-T1
2023,T2,Áncash,1199453,0.07559152874271931,2023-T2
2023,T3,Áncash,1200359,0.07553443111151499,2023-T3
2023,T4,Áncash,1201265,0.07547741967194814,2023-T4
2024,T1,Áncash,1202171,0.07542049422900027,2024-T1
2024,T2,Áncash,1203038,0.07211952376159464,2024-T2
2024,T3,Áncash,1203905,0.0720675489884775,2024-T3
2024,T4,Áncash,1204772,0.0720156490753008,2024-T4
2025,T1,Áncash,1205639,0.07196382386044828,2025-T1
2025,T2,Áncash,1206602,0.07987465568051465,2025-T2
2025,T3,Áncash,1207565,0.07981090699335822,2025-T3
2025,T4,Áncash,1208528,0.07974725998186434,2025-T4
