Año,Trimestre,Departamento,Poblacion_Trimestral,Periodo,Tasa_Crecimiento_Trimestral_%
2015,T1,Amazonas,409444,2015-T1,0.1695408696247838
2015,T2,Amazonas,410138,2015-T2,0.16949814870898097
2015,T3,Amazonas,410832,2015-T3,0.16921133862260995
2015,T4,Amazonas,411525,2015-T4,0.16868208902909218
2016,T1,Amazonas,412511,2016-T1,0.2395966223194217
2016,T2,Amazonas,413497,2016-T2,0.23902392905886144
2016,T3,Amazonas,414483,2016-T3,0.23845396701789853
2016,T4,Amazonas,415469,2016-T4,0.2378867167049071
2017,T1,Amazonas,416560,2017-T1,0.2625948025003069
2017,T2,Amazonas,417651,2017-T2,0.26190704820434035
2017,T3,Amazonas,418742,2017-T3,0.2612228870516292
2017,T4,Amazonas,419833,2017-T4,0.2605422909572004
2018,T1,Amazonas,420840,2018-T1,0.23985727658378453
2018,T2,Amazonas,421848,2018-T2,0.23952095808383234
2018,T3,Amazonas,422856,2018-T3,0.23894862604540024
2018,T4,Amazonas,423863,2018-T4,0.2381425355203663
2019,T1,Amazonas,424599,2019-T1,0.17364101136452106
2019,T2,Amazonas,425334,2019-T2,0.17310450566299027
2019,T3,Amazonas,426070,2019-T3,0.1730404811277725
2019,T4,Amazonas,426806,2019-T4,0.1727415682869012
2020,T1,Amazonas,427232,2020-T1,0.09981115541955829
2020,T2,Amazonas,427659,2020-T2,0.09994569695153921
2020,T3,Amazonas,428086,2020-T3,0.09984590526564388
2020,T4,Amazonas,428512,2020-T4,0.0995127147348897
2021,T1,Amazonas,428755,2021-T1,0.056707863490404
2021,T2,Amazonas,428998,2021-T2,0.05667572389826357
2021,T3,Amazonas,429240,2021-T3,0.056410519396360825
2021,T4,Amazonas,429483,2021-T4,0.05661168577019849
2022,T1,Amazonas,429598,2022-T1,0.026776379973130485
2022,T2,Amazonas,429713,2022-T2,0.026769212147170145
2022,T3,Amazonas,429828,2022-T3,0.026762048157723876
2022,T4,Amazonas,429943,2022-T4,0.026754888001712312
2023,T1,Amazonas,429988,2023-T1,0.010466503699327586
2023,T2,Amazonas,430033,2023-T2,0.010465408336976846
2023,T3,Amazonas,430078,2023-T3,0.0104643132038704
2023,T4,Amazonas,430123,2023-T4,0.010463218299936291
2024,T1,Amazonas,430155,2024-T1,0.007439732355628506
2024,T2,Amazonas,430187,2024-T2,0.0074391789006288435
2024,T3,Amazonas,430219,2024-T3,0.007438625527968069
2024,T4,Amazonas,430251,2024-T4,0.007438072237627813
2025,T1,Amazonas,430315,2025-T1,0.01487503805917941
2025,T2,Amazonas,430379,2025-T2,0.014872825720692982
2025,T3,Amazonas,430443,2025-T3,0.014870614040183187
2025,T4,Amazonas,430507,2025-T4,0.014868403017356537
2015,T1,Apurímac,421793,2015-T1,0.05859384266485746
2015,T2,Apurímac,422040,2015-T2,0.058559530385757945
2015,T3,Apurímac,422287,2015-T3,0.05852525826935836
2015,T4,Apurímac,422534,2015-T4,0.058491026245183965
2016,T1,Apurímac,423080,2016-T1,0.12922037043172857
2016,T2,Apurímac,423626,2016-T2,0.12905360688285902
2016,T3,Apurímac,424171,2016-T3,0.12865121593103349
2016,T4,Apurímac,424717,2016-T4,0.12872167121278918
2017,T1,Apurímac,425368,2017-T1,0.1532785360604826
2017,T2,Apurímac,426020,2017-T2,0.15327904308739726
2017,T3,Apurímac,426672,2017-T3,0.15304445800666636
2017,T4,Apurímac,427323,2017-T4,0.15257621779727754
2018,T1,Apurímac,427889,2018-T1,0.13245250080150145
2018,T2,Apurímac,428455,2018-T2,0.1322772962146725
2018,T3,Apurímac,429021,2018-T3,0.13210255452731326
2018,T4,Apurímac,429587,2018-T4,0.13192827390733786
2019,T1,Apurímac,429874,2019-T1,0.06680835313917786
2019,T2,Apurímac,430162,2019-T2,0.06699637568217663
2019,T3,Apurímac,430449,2019-T3,0.0667190500323134
2019,T4,Apurímac,430736,2019-T4,0.06667456539566825
2020,T1,Apurímac,430704,2020-T1,-0.0074291445340069085
2020,T2,Apurímac,430672,2020-T2,-0.007429696496898102
2020,T3,Apurímac,430641,2020-T3,-0.007198053274882045
2020,T4,Apurímac,430609,2020-T4,-0.007430783413562573
2021,T1,Apurímac,430387,2021-T1,-0.051554890863869544
2021,T2,Apurímac,430164,2021-T2,-0.05181383266687888
2021,T3,Apurímac,429942,2021-T3,-0.051608223840209785
2021,T4,Apurímac,429720,2021-T4,-0.05163487168036619
2022,T1,Apurímac,429368,2022-T1,-0.08191380433770827
2022,T2,Apurímac,429016,2022-T2,-0.08198095805928714
2022,T3,Apurímac,428663,2022-T3,-0.08228131351744457
2022,T4,Apurímac,428311,2022-T4,-0.08211578792664634
2023,T1,Apurímac,427890,2023-T1,-0.09829306275113178
2023,T2,Apurímac,427468,2023-T2,-0.09862347799668139
2023,T3,Apurímac,427047,2023-T3,-0.0984869042828937
2023,T4,Apurímac,426626,2023-T4,-0.09858399660927251
2024,T1,Apurímac,426196,2024-T1,-0.10079085662852241
2024,T2,Apurímac,425766,2024-T2,-0.10089254709100977
2024,T3,Apurímac,425336,2024-T3,-0.1009944429569294
2024,T4,Apurímac,424906,2024-T4,-0.1010965448492486
2025,T1,Apurímac,424508,2025-T1,-0.09366777593161782
2025,T2,Apurímac,424110,2025-T2,-0.093755594711996
2025,T3,Apurímac,423712,2025-T3,-0.09384357831694608
2025,T4,Apurímac,423313,2025-T4,-0.09416773657578732
2015,T1,Arequipa,1334690,2015-T1,0.5714690461801846
2015,T2,Arequipa,1342275,2015-T2,0.5682967580486854
2015,T3,Arequipa,1349860,2015-T3,0.5650853960626547
2015,T4,Arequipa,1357444,2015-T4,0.561836042256234
2016,T1,Arequipa,1366119,2016-T1,0.6390687203302677
2016,T2,Arequipa,1374794,2016-T2,0.6350105664294252
2016,T3,Arequipa,1383469,2016-T3,0.6310036267251675
2016,T4,Arequipa,1392144,2016-T4,0.6270469378063405
2017,T1,Arequipa,1401285,2017-T1,0.6566131089887253
2017,T2,Arequipa,1410426,2017-T2,0.6523298258384269
2017,T3,Arequipa,1419567,2017-T3,0.6481020627810321
2017,T4,Arequipa,1428708,2017-T4,0.6439287472870249
2018,T1,Arequipa,1437690,2018-T1,0.6286798982017319
2018,T2,Arequipa,1446673,2018-T2,0.6248217626887577
2018,T3,Arequipa,1455656,2018-T3,0.6209419820512306
2018,T4,Arequipa,1464638,2018-T4,0.6170413888995752
2019,T1,Arequipa,1472838,2019-T1,0.5598653046008638
2019,T2,Arequipa,1481038,2019-T2,0.5567482642354421
2019,T3,Arequipa,1489238,2019-T3,0.5536657398392208
2019,T4,Arequipa,1497438,2019-T4,0.5506171612596509
2020,T1,Arequipa,1504746,2020-T1,0.48803356132273923
2020,T2,Arequipa,1512054,2020-T2,0.48566336112539926
2020,T3,Arequipa,1519361,2020-T3,0.48324993684088
2020,T4,Arequipa,1526669,2020-T4,0.48099168005497045
2021,T1,Arequipa,1533500,2021-T1,0.44744473097966875
2021,T2,Arequipa,1540332,2021-T2,0.44551679165308117
2021,T3,Arequipa,1547163,2021-T3,0.4434758220954963
2021,T4,Arequipa,1553994,2021-T4,0.4415177974137179
2022,T1,Arequipa,1560514,2022-T1,0.419564039500796
2022,T2,Arequipa,1567034,2022-T2,0.4178110545627915
2022,T3,Arequipa,1573555,2022-T3,0.4161364718314982
2022,T4,Arequipa,1580075,2022-T4,0.4143484021848617
2023,T1,Arequipa,1586448,2023-T1,0.4033352847174976
2023,T2,Arequipa,1592822,2023-T2,0.40177806016963685
2023,T3,Arequipa,1599196,2023-T3,0.40017026384617993
2023,T4,Arequipa,1605569,2023-T4,0.39851275265821073
2024,T1,Arequipa,1611961,2024-T1,0.3981143133680334
2024,T2,Arequipa,1618353,2024-T2,0.3965356481949625
2024,T3,Arequipa,1624744,2024-T3,0.39490766229617397
2024,T4,Arequipa,1631136,2024-T4,0.3934158242775477
2025,T1,Arequipa,1637775,2025-T1,0.40701695015007944
2025,T2,Arequipa,1644414,2025-T2,0.4053670375967395
2025,T3,Arequipa,1651053,2025-T3,0.4037304474420675
2025,T4,Arequipa,1657692,2025-T4,0.4021070189751631
2015,T1,Ayacucho,645190,2015-T1,0.13471525107011711
2015,T2,Ayacucho,646058,2015-T2,0.13453401323641098
2015,T3,Ayacucho,646926,2015-T3,0.13435326240058942
2015,T4,Ayacucho,647794,2015-T4,0.13417299660239349
2016,T1,Ayacucho,649121,2016-T1,0.20484907239029693
2016,T2,Ayacucho,650448,2016-T2,0.2044302988194805
2016,T3,Ayacucho,651774,2016-T3,0.20385949376429785
2016,T4,Ayacucho,653101,2016-T4,0.20359817973714814
2017,T1,Ayacucho,654591,2017-T1,0.22814235470470876
2017,T2,Ayacucho,656081,2017-T2,0.22762305011831815
2017,T3,Ayacucho,657571,2017-T3,0.2271061042767585
2017,T4,Ayacucho,659061,2017-T4,0.22659150114588386
2018,T1,Ayacucho,660419,2018-T1,0.20605072975035696
2018,T2,Ayacucho,661778,2018-T2,0.20577845277013532
2018,T3,Ayacucho,663136,2018-T3,0.20520476655313413
2018,T4,Ayacucho,664494,2018-T4,0.2047845389181103
2019,T1,Ayacucho,665424,2019-T1,0.13995611698525495
2019,T2,Ayacucho,666354,2019-T2,0.13976051359734545
2019,T3,Ayacucho,667283,2019-T3,0.13941538581594767
2019,T4,Ayacucho,668213,2019-T4,0.13937115137055792
2020,T1,Ayacucho,668654,2020-T1,0.06599692014372663
2020,T2,Ayacucho,669096,2020-T2,0.06610294711465123
2020,T3,Ayacucho,669537,2020-T3,0.06590982459916066
2020,T4,Ayacucho,669979,2020-T4,0.06601576910611362
2021,T1,Ayacucho,670129,2021-T1,0.022388761438791364
2021,T2,Ayacucho,670279,2021-T2,0.022383749994404064
2021,T3,Ayacucho,670429,2021-T3,0.02237874079301306
2021,T4,Ayacucho,670579,2021-T4,0.02237373383311283
2022,T1,Ayacucho,670528,2022-T1,-0.007605367898487724
2022,T2,Ayacucho,670478,2022-T2,-0.007456810155578887
2022,T3,Ayacucho,670428,2022-T3,-0.007457366237221803
2022,T4,Ayacucho,670377,2022-T4,-0.007607080849845174
2023,T1,Ayacucho,670217,2023-T1,-0.023867167280500375
2023,T2,Ayacucho,670057,2023-T2,-0.02387286505713821
2023,T3,Ayacucho,669897,2023-T3,-0.023878565554870706
2023,T4,Ayacucho,669737,2023-T4,-0.0238842687756476
2024,T1,Ayacucho,669558,2024-T1,-0.02672690921958918
2024,T2,Ayacucho,669378,2024-T2,-0.026883406665292625
2024,T3,Ayacucho,669199,2024-T3,-0.026741243363241695
2024,T4,Ayacucho,669020,2024-T4,-0.026748396216969842
2025,T1,Ayacucho,668890,2025-T1,-0.01943140713282114
2025,T2,Ayacucho,668761,2025-T2,-0.019285682249697258
2025,T3,Ayacucho,668631,2025-T3,-0.01943893259325828
2025,T4,Ayacucho,668501,2025-T4,-0.019442712048947774
2015,T1,Cajamarca,1414330,2015-T1,0.09363010940497818
2015,T2,Cajamarca,1415652,2015-T2,0.0934718205793556
2015,T3,Cajamarca,1416974,2015-T3,0.09338453235682216
2015,T4,Cajamarca,1418297,2015-T4,0.09336797993470593
2016,T1,Cajamarca,1420622,2016-T1,0.16392899371570271
2016,T2,Cajamarca,1422948,2016-T2,0.16373109806831093
2016,T3,Cajamarca,1425273,2016-T3,0.1633931809173631
2016,T4,Cajamarca,1427598,2016-T4,0.16312664310626807
2017,T1,Cajamarca,1430280,2017-T1,0.18786801326423824
2017,T2,Cajamarca,1432962,2017-T2,0.18751573118550213
2017,T3,Cajamarca,1435643,2017-T3,0.18709498228145618
2017,T4,Cajamarca,1438325,2017-T4,0.18681524585151044
2018,T1,Cajamarca,1440716,2018-T1,0.1662350303304191
2018,T2,Cajamarca,1443108,2018-T2,0.1660285580225388
2018,T3,Cajamarca,1445500,2018-T3,0.16575336010887612
2018,T4,Cajamarca,1447891,2018-T4,0.1654098927706676
2019,T1,Cajamarca,1449346,2019-T1,0.10049098999855652
2019,T2,Cajamarca,1450801,2019-T2,0.1003901069861855
2019,T3,Cajamarca,1452256,2019-T3,0.1002894263238032
2019,T4,Cajamarca,1453711,2019-T4,0.10018894740321266
2020,T1,Cajamarca,1454094,2020-T1,0.026346364580030007
2020,T2,Cajamarca,1454478,2020-T2,0.0264081964439713
2020,T3,Cajamarca,1454862,2020-T3,0.026401224356779548
2020,T4,Cajamarca,1455245,2020-T4,0.026325520908512284
2021,T1,Cajamarca,1454988,2021-T1,-0.01766025652037973
2021,T2,Cajamarca,1454731,2021-T2,-0.017663375917876985
2021,T3,Cajamarca,1454474,2021-T3,-0.017666496417550734
2021,T4,Cajamarca,1454217,2021-T4,-0.017669618019985234
2022,T1,Cajamarca,1453522,2022-T1,-0.04779204204049327
2022,T2,Cajamarca,1452826,2022-T2,-0.04788369216289812
2022,T3,Cajamarca,1452131,2022-T3,-0.04783780025963191
2022,T4,Cajamarca,1451436,2022-T4,-0.04786069576367421
2023,T1,Cajamarca,1450504,2023-T1,-0.06421226977972161
2023,T2,Cajamarca,1449572,2023-T2,-0.06425352842873926
2023,T3,Cajamarca,1448639,2023-T3,-0.06436382601209185
2023,T4,Cajamarca,1447707,2023-T4,-0.0643362494037507
2024,T1,Cajamarca,1446740,2024-T1,-0.06679528385232647
2024,T2,Cajamarca,1445773,2024-T2,-0.06683992977314514
2024,T3,Cajamarca,1444806,2024-T3,-0.06688463541648655
2024,T4,Cajamarca,1443839,2024-T4,-0.06692940090226647
2025,T1,Cajamarca,1442978,2025-T1,-0.059632687578047135
2025,T2,Cajamarca,1442118,2025-T2,-0.0595989682448381
2025,T3,Cajamarca,1441257,2025-T3,-0.059703852250648004
2025,T4,Cajamarca,1440396,2025-T4,-0.05973951904483378
2015,T1,Cusco,1268331,2015-T1,0.3114537964066552
2015,T2,Cusco,1272269,2015-T2,0.31048677356305254
2015,T3,Cusco,1276207,2015-T3,0.3095257370886188
2015,T4,Cusco,1280145,2015-T4,0.30857063156682263
2016,T1,Cusco,1285020,2016-T1,0.380816235660804
2016,T2,Cusco,1289894,2016-T2,0.379293707490934
2016,T3,Cusco,1294768,2016-T3,0.3778605063671898
2016,T4,Cusco,1299643,2016-T4,0.37651532938719523
2017,T1,Cusco,1304865,2017-T1,0.4018026488812697
2017,T2,Cusco,1310086,2017-T2,0.40011801987178747
2017,T3,Cusco,1315308,2017-T3,0.3985997865788964
2017,T4,Cusco,1320530,2017-T4,0.3970172765618395
2018,T1,Cusco,1325512,2018-T1,0.3772727616941683
2018,T2,Cusco,1330494,2018-T2,0.3758547640458932
2018,T3,Cusco,1335475,2018-T3,0.3743722256545313
2018,T4,Cusco,1340457,2018-T4,0.3730507871731032
2019,T1,Cusco,1344612,2019-T1,0.3099689135869334
2019,T2,Cusco,1348766,2019-T2,0.3089367044173338
2019,T3,Cusco,1352921,2019-T3,0.3080593668582986
2019,T4,Cusco,1357075,2019-T4,0.30703936150004324
2020,T1,Cusco,1360289,2020-T1,0.23683289427629275
2020,T2,Cusco,1363504,2020-T2,0.2363468351210662
2020,T3,Cusco,1366718,2020-T3,0.23571621352045904
2020,T4,Cusco,1369932,2020-T4,0.23516189879697202
2021,T1,Cusco,1372598,2021-T1,0.1946081995310716
2021,T2,Cusco,1375263,2021-T2,0.19415735707031484
2021,T3,Cusco,1377928,2021-T3,0.1937811167754822
2021,T4,Cusco,1380594,2021-T4,0.19347890455814817
2022,T1,Cusco,1382880,2022-T1,0.16558090213342952
2022,T2,Cusco,1385166,2022-T2,0.16530718500520653
2022,T3,Cusco,1387451,2022-T3,0.16496217781839867
2022,T4,Cusco,1389737,2022-T4,0.16476257539905914
2023,T1,Cusco,1391812,2023-T1,0.14930882605845566
2023,T2,Cusco,1393886,2023-T2,0.14901437837868908
2023,T3,Cusco,1395961,2023-T3,0.1488643978058464
2023,T4,Cusco,1398036,2023-T4,0.14864312111871322
2024,T1,Cusco,1400068,2024-T1,0.1453467578803407
2024,T2,Cusco,1402100,2024-T2,0.1451358076893408
2024,T3,Cusco,1404133,2024-T3,0.14499679052849299
2024,T4,Cusco,1406165,2024-T4,0.1447156359119827
2025,T1,Cusco,1408322,2025-T1,0.1533959385989553
2025,T2,Cusco,1410479,2025-T2,0.15316099585180093
2025,T3,Cusco,1412636,2025-T3,0.15292677168536362
2025,T4,Cusco,1414794,2025-T4,0.15276405245229485
2015,T1,Huancavelica,391793,2015-T1,-0.4269670345868713
2015,T2,Huancavelica,390112,2015-T2,-0.4290530969159735
2015,T3,Huancavelica,388432,2015-T3,-0.4306455581986711
2015,T4,Huancavelica,386752,2015-T4,-0.4325081352720682
